date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,season,renovated,basement
2015-04-29,1090000,3,2.5,2840,7500,2.0,0,3,3,11,2840,0,1997,0.0,98034,47.7049,-122.22399999999999,2580,5918,4,spring,0,0
2014-10-13,359000,3,2.25,1650,7218,1.0,0,0,3,7,1230,420,1985,0.0,98133,47.7237,-122.335,1690,7459,10,fall,0,1
2014-08-26,745000,4,2.0,1960,4520,1.0,0,0,3,8,960,1000,1922,2001.0,98116,47.58,-122.405,1680,4520,8,summer,1,1
2014-05-13,450000,3,2.25,2450,42180,1.0,0,0,4,7,2450,0,1978,2000.0,98042,47.3549,-122.111,1440,42180,5,spring,1,0
2014-09-29,1030000,3,2.5,4110,35741,2.0,0,0,3,7,4110,0,1976,0.0,98033,47.6642,-122.171,2710,8865,9,fall,0,0
2014-12-02,340000,2,1.0,860,7102,1.0,0,0,3,6,860,0,1947,0.0,98177,47.7042,-122.369,1450,7102,12,winter,0,0
2015-02-25,370000,4,2.5,2320,9264,2.0,0,0,3,8,2320,0,1994,0.0,98188,47.4449,-122.274,2320,9129,2,winter,0,0
2014-08-26,480000,4,2.25,2520,2370,2.0,0,0,3,8,1690,830,1908,0.0,98122,47.6109,-122.303,1530,2370,8,summer,0,1
2014-06-17,667500,3,2.0,1880,3800,1.0,0,0,5,7,1030,850,1927,0.0,98115,47.6841,-122.309,1700,3800,6,summer,0,1
2015-02-27,1400000,3,2.5,2910,10044,2.0,0,0,4,10,2910,0,1989,0.0,98004,47.5845,-122.199,2420,12287,2,winter,0,0
2014-08-08,2300000,7,4.75,5310,8816,2.0,0,0,3,10,3650,1660,2013,0.0,98004,47.6221,-122.208,2920,10610,8,summer,0,1
2014-10-20,192500,1,1.0,470,63737,1.0,0,2,5,5,470,0,1924,0.0,98022,47.2163,-121.984,1350,46762,10,fall,0,0
2015-03-23,345000,3,1.0,1060,5600,1.0,0,0,4,6,760,300,1943,0.0,98146,47.5116,-122.37899999999999,1310,5600,3,spring,0,1
2014-06-02,439800,3,1.5,1120,6900,1.0,0,0,5,7,1120,0,1956,0.0,98007,47.6023,-122.132,1300,7000,6,summer,0,0
2014-09-11,3640000,4,3.25,4830,22257,2.0,1,4,4,11,4830,0,1990,0.0,98039,47.6409,-122.241,3820,25582,9,fall,0,0
2014-09-11,250000,3,2.5,1610,6600,2.0,0,0,3,7,1610,0,1994,0.0,98003,47.2827,-122.302,1660,7689,9,fall,0,0
2014-09-19,699000,3,2.0,1820,4080,2.0,0,2,3,8,1820,0,1937,1987.0,98107,47.6735,-122.40100000000001,2160,5400,9,fall,1,0
2014-05-06,360000,4,2.0,2680,18768,1.0,0,0,5,8,2680,0,1965,0.0,98001,47.3182,-122.279,1230,15750,5,spring,0,0
2015-01-29,675000,5,2.0,2420,21000,1.5,0,0,3,8,2420,0,1966,0.0,98033,47.677,-122.165,1940,8085,1,winter,0,0
2015-04-08,229000,4,1.0,1320,5000,1.5,0,0,3,7,1320,0,1928,0.0,98106,47.5457,-122.363,1640,5164,4,spring,0,0
2015-03-26,300000,3,1.0,1290,12415,1.5,0,0,3,6,1290,0,1908,0.0,98070,47.3719,-122.461,1620,12415,3,spring,0,0
2014-08-20,392500,3,3.25,1600,1289,3.0,0,0,3,8,1600,0,1998,0.0,98117,47.6957,-122.375,1600,1376,8,summer,0,0
2014-06-16,552000,3,1.0,1120,2300,1.0,0,0,4,7,820,300,1912,0.0,98117,47.6797,-122.384,1430,5100,6,summer,0,1
2014-11-20,457000,2,1.75,2060,7192,1.0,0,0,3,7,1420,640,1940,0.0,98125,47.7038,-122.31700000000001,1860,7140,11,fall,0,1
2014-10-07,518000,4,2.5,2830,13760,2.0,0,0,3,8,2830,0,1993,0.0,98019,47.7334,-121.97,2350,14029,10,fall,0,0
2015-03-14,399950,3,2.25,1560,11997,1.0,0,0,3,7,1260,300,1988,0.0,98065,47.5378,-121.742,1820,36590,3,spring,0,1
2015-05-06,605000,3,2.25,2260,17114,2.0,0,0,3,7,2260,0,1990,0.0,98155,47.7537,-122.296,2360,14893,5,spring,0,0
2015-04-28,513000,4,2.5,1930,8040,1.0,0,0,3,7,1380,550,1978,0.0,98034,47.7283,-122.21799999999999,2080,7200,4,spring,0,1
2014-10-01,772500,4,2.5,3230,4290,2.0,0,0,3,9,3230,0,2004,0.0,98033,47.6874,-122.161,3220,5083,10,fall,0,0
2014-10-10,696950,4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,0.0,98117,47.6865,-122.396,1920,5264,10,fall,0,1
2015-02-13,329000,3,1.0,1200,5650,1.5,0,0,3,7,1200,0,1928,0.0,98178,47.5065,-122.249,1610,5650,2,winter,0,0
2014-12-18,339999,3,2.5,2360,8093,2.0,0,0,3,8,2360,0,1995,0.0,98092,47.3257,-122.17,1860,6762,12,winter,0,0
2014-07-14,364500,3,1.0,1060,9506,1.0,0,0,3,7,1060,0,1959,0.0,98125,47.7317,-122.31,1520,8469,7,summer,0,0
2015-04-08,550000,3,1.0,880,6664,1.0,0,0,3,6,880,0,1961,0.0,98033,47.6855,-122.199,1690,6564,4,spring,0,0
2015-04-21,479900,4,2.0,2510,9750,1.0,0,0,3,8,1630,880,1960,0.0,98028,47.7438,-122.229,1980,9750,4,spring,0,1
2015-02-12,1120000,4,4.0,2530,1774,3.0,0,2,3,9,2100,430,2013,0.0,98119,47.6362,-122.369,2160,2400,2,winter,0,1
2015-04-13,250000,3,2.0,1500,5200,1.0,0,0,3,7,1060,440,1977,0.0,98042,47.3653,-122.09,1640,5200,4,spring,0,1
2014-07-15,340000,3,2.0,1130,9879,2.0,0,0,3,6,1130,0,1996,0.0,98053,47.635,-121.964,1900,14907,7,summer,0,0
2014-10-28,340000,3,2.0,1420,6060,1.0,0,0,5,7,830,0,1942,0.0,98146,47.5102,-122.37200000000001,1420,6360,10,fall,0,0
2014-10-13,635250,3,2.25,2210,22040,1.0,0,0,5,8,1510,700,1976,0.0,98004,47.5904,-122.194,2470,14258,10,fall,0,1
2015-04-07,324800,2,1.0,1170,5043,1.0,0,0,3,6,880,290,1949,0.0,98108,47.5492,-122.302,1430,5692,4,spring,0,1
2015-04-09,400000,4,1.75,1770,12875,1.0,0,0,3,8,1770,0,1988,0.0,98028,47.7438,-122.24700000000001,2150,12875,4,spring,0,0
2015-05-06,640500,3,1.0,1070,4505,1.0,0,2,4,7,1070,0,1919,0.0,98136,47.5305,-122.384,1380,4505,5,spring,0,0
2014-06-25,1330000,3,1.5,1940,2885,1.5,0,2,3,8,1940,0,1900,0.0,98119,47.6308,-122.369,2550,3600,6,summer,0,0
2015-04-03,330490,3,2.75,1440,7350,1.0,0,0,4,7,1040,400,1980,0.0,98058,47.4431,-122.13799999999999,1510,7350,4,spring,0,1
2014-08-19,325000,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,1999,0.0,98038,47.3777,-122.023,2180,5000,8,summer,0,0
2015-04-21,335000,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,1999,0.0,98038,47.3777,-122.023,2180,5000,4,spring,0,0
2014-11-13,314000,5,2.75,2210,13500,1.0,0,0,5,7,1460,750,1963,0.0,98188,47.4468,-122.28200000000001,1590,10850,11,fall,0,1
2014-09-23,625000,4,2.0,2190,3622,1.5,0,0,5,8,1990,200,1925,0.0,98115,47.6887,-122.31200000000001,1450,3082,9,fall,0,1
2014-06-17,809000,3,2.5,2590,7720,2.0,0,0,3,9,2590,0,1988,0.0,98007,47.659,-122.146,2600,9490,6,summer,0,0
2014-08-18,535000,3,2.5,2790,19485,2.0,0,0,3,9,2790,0,1990,0.0,98059,47.4688,-122.124,2580,17859,8,summer,0,0
2014-08-21,275000,5,1.75,2180,9178,1.0,0,0,3,7,1140,1040,1963,0.0,98188,47.4364,-122.28,2140,9261,8,summer,0,1
2015-03-13,297975,3,2.25,2820,8100,1.0,0,0,4,7,1720,1100,1947,0.0,98168,47.4944,-122.304,1040,8100,3,spring,0,1
2015-05-04,492000,2,1.75,1300,22239,1.0,0,0,4,7,1300,0,1945,1986.0,98059,47.4801,-122.09200000000001,1300,14810,5,spring,1,0
2014-06-26,210000,2,1.0,720,8040,1.0,0,0,3,6,720,0,1943,0.0,98166,47.4662,-122.359,2300,9500,6,summer,0,0
2014-10-22,550000,3,2.5,1550,1092,3.0,0,0,3,8,1390,160,2004,0.0,98102,47.6355,-122.324,1550,1079,10,fall,0,1
2015-02-26,190000,3,1.75,1390,7700,1.0,0,0,5,7,1390,0,1965,0.0,98058,47.4559,-122.18299999999999,1260,7700,2,winter,0,0
2014-07-28,340000,4,2.5,2380,9362,2.0,0,0,3,8,2380,0,2000,0.0,98023,47.3148,-122.34899999999999,2190,9840,7,summer,0,0
2014-07-25,678000,3,2.5,2640,5964,2.0,0,0,3,9,2640,0,2003,0.0,98052,47.7043,-122.12799999999999,2680,5211,7,summer,0,0
2015-04-28,275000,5,2.0,2260,11970,1.0,0,0,4,7,1250,0,1962,0.0,98031,47.3896,-122.21799999999999,1950,11970,4,spring,0,0
2014-09-15,493000,3,2.75,1720,6720,1.0,0,0,4,7,1270,450,1947,0.0,98122,47.6138,-122.29799999999999,1690,3248,9,fall,0,1
2015-02-04,334000,3,2.25,2000,7225,2.0,0,0,4,7,2000,0,1985,0.0,98030,47.349,-122.167,1950,7464,2,winter,0,0
2015-04-27,365000,3,1.75,1450,61419,1.0,0,0,4,8,1450,0,1976,0.0,98092,47.3343,-122.16,2256,82328,4,spring,0,0
2014-11-25,345000,3,1.0,1620,10610,1.0,0,0,4,6,1620,0,1958,0.0,98059,47.474,-122.125,1680,10795,11,fall,0,0
2014-10-30,999000,3,2.5,2710,23292,1.0,0,4,3,9,2080,630,1956,0.0,98177,47.7608,-122.374,2430,20000,10,fall,0,1
2014-06-24,599000,5,2.75,2730,22572,1.0,0,0,3,7,2080,650,1968,1992.0,98075,47.5951,-122.037,2260,15458,6,summer,1,1
2015-02-06,295000,4,1.75,1800,28650,1.0,0,0,4,7,1800,0,1975,0.0,98031,47.3926,-122.166,1800,5234,2,winter,0,0
2014-06-27,550000,4,3.5,4150,16197,2.0,0,0,3,10,4150,0,2006,0.0,98003,47.3423,-122.18299999999999,3618,15210,6,summer,0,0
2014-07-31,1310000,5,3.5,3270,4080,2.0,0,0,3,9,2180,0,2011,0.0,98115,47.6754,-122.32700000000001,1410,4080,7,summer,0,0
2014-12-23,520000,4,0.75,1960,8277,1.0,1,4,4,7,1320,640,1923,1986.0,98198,47.3648,-122.325,1940,8402,12,winter,1,1
2014-08-26,345000,3,3.25,1600,1882,2.0,0,0,3,8,1360,240,2000,0.0,98133,47.7151,-122.355,1390,1379,8,summer,0,1
2014-05-20,475000,4,1.75,1650,7775,1.0,0,0,4,7,1150,500,1950,0.0,98133,47.715,-122.354,1390,7200,5,spring,0,1
2014-10-08,497500,5,1.5,2170,8610,1.0,0,0,4,7,1230,940,1959,0.0,98008,47.6111,-122.126,1670,8610,10,fall,0,1
2014-08-25,734500,4,2.75,3280,6845,2.0,0,0,3,10,3280,0,2003,0.0,98052,47.7042,-122.10700000000001,3280,7467,8,summer,0,0
2014-12-18,276000,3,1.0,870,8040,1.0,0,0,3,7,870,0,1953,0.0,98177,47.7048,-122.368,1440,8040,12,winter,0,0
2014-06-30,235000,2,1.0,900,28800,1.0,0,0,1,6,900,0,1928,0.0,98065,47.5245,-121.822,1360,7200,6,summer,0,0
2014-05-28,425000,4,2.75,1680,9545,1.0,0,0,4,7,1080,600,1979,0.0,98028,47.739,-122.243,1890,9545,5,spring,0,1
2015-04-30,307000,4,2.0,2390,23972,2.0,0,0,3,7,1720,670,1949,0.0,98023,47.3197,-122.34299999999999,1950,22750,4,spring,0,1
2014-05-28,635000,3,2.5,2300,5500,1.5,0,0,4,8,2000,300,1921,0.0,98144,47.5785,-122.29299999999999,2100,5000,5,spring,0,1
2014-09-18,275000,4,1.75,1960,6177,1.0,0,0,4,8,1960,0,1967,0.0,98023,47.3131,-122.383,2010,8162,9,fall,0,0
2014-06-06,450000,3,2.5,1480,1961,2.0,0,0,3,8,1480,0,2005,0.0,98029,47.5478,-122.0,1400,1138,6,summer,0,0
2014-05-19,1470000,4,3.25,5010,34460,2.0,0,0,3,12,5010,0,1988,0.0,98006,47.5469,-122.12700000000001,4760,34460,5,spring,0,0
2014-12-22,550000,4,2.0,1540,5000,1.5,0,0,4,7,1540,0,1913,0.0,98105,47.6713,-122.3,1790,4000,12,winter,0,0
2014-12-18,572500,3,2.0,2290,11200,2.0,0,0,3,9,2290,0,1979,0.0,98052,47.6517,-122.124,2250,10000,12,winter,0,0
2015-03-24,389000,3,1.75,2180,9220,1.0,0,0,4,7,1090,1090,1938,0.0,98001,47.3547,-122.285,2050,22400,3,spring,0,1
2014-08-21,350000,4,1.75,2740,10086,1.0,0,0,3,7,1440,1300,1972,0.0,98168,47.5112,-122.329,1710,9840,8,summer,0,1
2014-07-28,476000,4,2.5,2740,33158,2.0,0,0,3,9,2740,0,1993,0.0,98042,47.3333,-122.074,2740,36074,7,summer,0,0
2014-09-04,1050000,2,3.0,2330,3600,2.0,0,0,5,10,1870,460,1927,1979.0,98112,47.6316,-122.28200000000001,2950,7200,9,fall,1,1
2014-12-17,287000,3,2.25,2300,7200,1.0,0,0,4,8,1550,750,1978,0.0,98003,47.324,-122.32799999999999,2000,7350,12,winter,0,1
2014-11-07,707500,4,4.0,1550,6596,1.5,0,0,5,7,1550,0,1907,0.0,98107,47.6711,-122.398,1830,4850,11,fall,0,0
2014-12-03,720000,3,1.5,2180,5000,1.0,0,3,4,8,1090,1090,1941,0.0,98116,47.5787,-122.402,2070,5000,12,winter,0,1
2014-12-24,319000,3,2.5,1610,8544,2.0,0,0,5,7,1610,0,1994,0.0,98038,47.3714,-122.054,1840,8190,12,winter,0,0
2015-01-26,650000,4,1.5,2480,6383,1.0,0,0,3,7,1380,1100,1946,0.0,98119,47.6445,-122.374,1440,6000,1,winter,0,1
2014-05-13,530000,3,1.75,1690,8190,1.0,0,0,4,8,1690,0,1958,0.0,98005,47.5857,-122.17200000000001,1840,8705,5,spring,0,0
2015-04-07,825000,4,3.0,2910,8027,1.0,0,0,5,8,1800,1110,1970,0.0,98117,47.6939,-122.391,2390,7660,4,spring,0,1
2015-01-14,658000,2,1.0,1010,14244,1.0,1,4,1,5,1010,0,1926,0.0,98136,47.5476,-122.399,1820,15792,1,winter,0,0
2014-08-13,547500,3,2.0,1850,9570,1.0,0,0,4,7,950,900,1940,0.0,98115,47.696999999999996,-122.322,1430,6380,8,summer,0,1
2014-12-03,762000,3,1.75,2150,2527,2.0,0,0,4,8,1400,750,1906,0.0,98103,47.6629,-122.329,1610,3663,12,winter,0,1
2015-01-26,340000,3,1.75,2650,7378,1.0,0,0,3,7,1460,1190,1952,0.0,98155,47.7525,-122.315,1600,7616,1,winter,0,1
2014-11-21,880000,4,1.75,2510,5800,1.0,0,2,4,9,1830,680,1953,0.0,98199,47.648,-122.41,2190,5800,11,fall,0,1
2014-05-21,1220000,4,2.5,3240,3600,2.0,0,0,3,9,2060,1180,2008,0.0,98109,47.6405,-122.35600000000001,1820,3600,5,spring,0,1
2014-09-23,382500,3,2.0,1150,6249,1.0,0,0,3,7,1150,0,1952,2006.0,98155,47.7489,-122.28399999999999,2470,7751,9,fall,1,0
2015-01-05,344500,3,1.75,1890,9535,1.0,0,0,3,7,1210,680,1976,0.0,98055,47.4872,-122.223,2040,11108,1,winter,0,1
2015-04-12,375000,4,2.75,1430,7403,1.0,0,0,3,7,1030,400,1982,0.0,98106,47.5346,-122.344,1480,7663,4,spring,0,1
2014-07-01,276000,1,0.75,370,1801,1.0,0,0,5,5,370,0,1923,0.0,98117,47.6778,-122.389,1340,5000,7,summer,0,0
2014-07-01,500000,5,3.25,3130,12087,2.0,0,0,3,8,2180,950,1975,0.0,98027,47.5336,-122.052,2410,10350,7,summer,0,1
2014-08-22,328000,3,1.0,890,5965,1.0,0,0,3,7,890,0,1950,0.0,98155,47.7518,-122.279,1930,7500,8,summer,0,0
2015-02-25,450000,3,1.5,1340,7200,1.0,0,0,3,7,1340,0,1972,0.0,98034,47.718,-122.193,1730,8820,2,winter,0,0
2014-07-15,840500,4,2.25,2290,12174,1.0,1,4,3,7,1490,800,1948,0.0,98178,47.5114,-122.245,2290,9379,7,summer,0,1
2014-08-14,679000,3,2.5,2770,9350,2.0,0,3,3,8,2770,0,1957,2000.0,98056,47.5253,-122.20100000000001,2660,9695,8,summer,1,0
2014-06-05,270000,3,1.5,1890,9450,1.0,0,0,3,7,1090,800,1957,0.0,98146,47.4829,-122.34100000000001,1470,8100,6,summer,0,1
2015-01-14,757500,5,2.25,3160,8065,2.0,0,0,3,8,3160,0,1977,0.0,98027,47.5678,-122.089,2540,7917,1,winter,0,0
2014-11-12,524950,2,2.5,1830,2856,2.0,0,0,3,7,1830,0,2005,0.0,98029,47.5524,-121.99600000000001,1850,2667,11,fall,0,0
2014-07-23,424900,4,2.75,2950,49658,1.0,0,0,4,8,2950,0,1960,1998.0,98010,47.3596,-121.92200000000001,1720,54672,7,summer,1,0
2015-01-07,551100,3,1.0,1430,8640,1.0,0,0,5,7,1430,0,1954,0.0,98006,47.571999999999996,-122.147,1430,9840,1,winter,0,0
2014-11-07,421000,3,2.0,1420,12655,1.0,0,0,5,7,1420,0,1968,0.0,98056,47.5309,-122.186,2020,9655,11,fall,0,0
2014-08-01,635000,4,1.75,2460,7560,2.0,0,0,4,8,2460,0,1952,0.0,98177,47.7256,-122.367,2760,8918,8,summer,0,0
2014-12-09,255000,3,1.0,1340,6120,1.5,0,0,4,7,1340,0,1920,0.0,98108,47.5272,-122.322,1260,6000,12,winter,0,0
2015-03-10,419950,4,1.0,1530,7920,1.0,0,0,3,7,1030,500,1955,0.0,98166,47.4544,-122.36,1690,7920,3,spring,0,1
2015-04-21,281000,4,2.25,1677,3600,2.0,0,0,3,7,1677,0,2012,0.0,98092,47.32,-122.178,1677,3600,4,spring,0,0
2014-06-10,655275,3,1.75,2050,11856,1.0,0,0,3,7,1460,590,1962,0.0,98006,47.5735,-122.162,2670,11856,6,summer,0,1
2014-08-25,861000,3,2.0,2520,3959,1.0,0,0,5,8,1270,1250,1931,0.0,98105,47.6693,-122.289,1660,3959,8,summer,0,1
2014-12-16,380000,2,1.0,700,4836,1.0,0,0,4,6,700,0,1926,0.0,98125,47.7139,-122.288,1190,7050,12,winter,0,0
2014-10-20,813000,4,2.5,3430,7508,2.0,0,0,3,10,3430,0,1998,0.0,98052,47.6866,-122.11,3110,8741,10,fall,0,0
2014-11-20,990000,4,2.5,3140,11049,2.0,0,0,3,10,3140,0,1988,0.0,98004,47.5817,-122.19200000000001,2750,11049,11,fall,0,0
2014-11-05,650000,3,2.5,2350,3750,2.0,0,0,3,7,1740,610,2003,0.0,98117,47.6767,-122.365,1590,4700,11,fall,0,1
2014-08-22,200000,2,1.0,930,8665,1.0,0,0,4,6,930,0,1938,0.0,98168,47.4822,-122.318,1630,12375,8,summer,0,0
2014-05-15,839000,3,1.0,1230,12305,1.0,0,0,3,7,1230,0,1955,1990.0,98004,47.6095,-122.195,2100,7960,5,spring,1,0
2014-11-04,502000,3,2.5,1870,9135,1.0,0,0,3,7,1250,620,1984,0.0,98074,47.6269,-122.06,1550,9100,11,fall,0,1
2014-06-17,305000,3,2.25,2110,7665,1.0,0,0,4,7,1360,750,1973,0.0,98023,47.3082,-122.37200000000001,1660,8436,6,summer,0,1
2014-06-18,574950,5,3.25,3160,10000,2.0,0,0,4,8,3160,0,1980,0.0,98027,47.52,-122.04700000000001,2130,10000,6,summer,0,0
2014-08-18,311000,3,1.0,1120,8631,1.0,0,0,3,7,1120,0,1942,0.0,98125,47.7077,-122.314,1350,7714,8,summer,0,0
2014-11-22,1650000,3,2.25,2750,6203,1.0,1,4,5,7,1620,1130,1959,0.0,98074,47.6163,-122.068,2570,7009,11,fall,0,1
2014-05-06,387000,3,1.0,1230,9568,1.0,0,0,5,7,1230,0,1962,0.0,98056,47.538999999999994,-122.179,1270,9575,5,spring,0,0
2014-08-05,375000,3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0.0,98166,47.4459,-122.359,2150,16239,8,summer,0,0
2014-09-25,175000,2,1.0,740,3434,1.0,0,0,5,6,740,0,1920,0.0,98022,47.2088,-121.992,1160,6000,9,fall,0,0
2014-06-12,248000,4,2.5,1770,5855,2.0,0,0,3,7,1770,0,2003,0.0,98038,47.3483,-122.053,1790,5679,6,summer,0,0
2015-04-03,336750,4,2.25,1720,7803,1.0,0,0,3,8,1350,370,1955,0.0,98146,47.5119,-122.337,1720,7803,4,spring,0,1
2014-06-04,685000,4,2.5,2770,45514,2.0,0,0,4,9,2770,0,1989,0.0,98077,47.7751,-122.088,2940,49495,6,summer,0,0
2014-07-15,645000,4,2.75,2330,3917,2.0,0,0,3,9,2330,0,2004,0.0,98029,47.5527,-121.99,2620,4400,7,summer,0,0
2014-12-18,279000,3,2.5,1660,7388,2.0,0,0,3,7,1660,0,2003,0.0,98038,47.3865,-122.027,2240,6228,12,winter,0,0
2015-04-16,479000,2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0.0,98118,47.5594,-122.285,1280,1026,4,spring,0,0
2015-01-28,466000,3,2.25,1880,7279,1.0,0,0,3,7,1280,600,1962,0.0,98155,47.7574,-122.322,2020,8274,1,winter,0,1
2015-03-16,319000,4,3.25,2360,8344,2.0,0,0,3,8,2360,0,1990,0.0,98058,47.4403,-122.126,1860,8410,3,spring,0,0
2015-03-16,320000,3,1.5,1490,10132,1.0,0,0,4,6,1490,0,1969,0.0,98059,47.4779,-122.145,1720,9915,3,spring,0,0
2014-11-17,1310000,4,3.75,3490,5625,2.0,0,0,3,9,2610,880,2014,0.0,98103,47.6685,-122.33200000000001,1940,5000,11,fall,0,1
2014-09-23,1000000,3,2.75,2370,8900,1.0,0,4,4,9,1670,700,1971,0.0,98006,47.5648,-122.156,2840,8956,9,fall,0,1
2014-11-07,660000,4,2.5,2290,9120,2.0,0,0,4,8,2290,0,1977,0.0,98006,47.5613,-122.12799999999999,2290,9120,11,fall,0,0
2015-04-21,546000,4,3.0,1790,3600,1.5,0,0,3,8,1790,0,1901,0.0,98122,47.6117,-122.31299999999999,1770,3119,4,spring,0,0
2014-07-09,300000,4,1.75,1820,5015,1.0,0,0,4,6,1190,630,1926,0.0,98108,47.5569,-122.31,1530,9130,7,summer,0,1
2014-10-16,500000,2,1.5,1760,12000,1.0,0,0,4,7,1760,0,1964,0.0,98052,47.6288,-122.109,2200,12088,10,fall,0,0
2014-08-13,305000,4,2.5,2510,12000,1.0,0,0,3,8,1520,990,1977,0.0,98023,47.3086,-122.384,2210,8320,8,summer,0,1
2014-06-13,760000,4,2.5,2420,10285,1.0,0,4,3,8,1700,720,1958,0.0,98146,47.4871,-122.36,2540,9900,6,summer,0,1
2014-10-29,195000,4,1.5,2170,9948,2.0,0,0,3,7,2170,0,1952,0.0,98148,47.4263,-122.331,1500,9750,10,fall,0,0
2014-12-24,539500,4,2.25,2280,8550,1.0,0,0,3,8,1660,620,1977,0.0,98034,47.701,-122.23100000000001,2590,9500,12,winter,0,1
2014-09-18,299980,4,1.5,1580,10230,1.0,0,0,3,6,790,790,1945,2008.0,98178,47.5002,-122.24600000000001,1130,6955,9,fall,1,1
2015-02-03,257000,2,1.0,770,11084,1.0,0,0,4,6,770,0,1947,0.0,98155,47.7482,-122.321,1010,11084,2,winter,0,0
2014-08-21,518500,4,3.0,2120,5520,1.5,0,0,3,8,1420,700,1985,0.0,98125,47.7085,-122.286,2020,8700,8,summer,0,1
2014-09-08,657000,4,2.75,3060,35380,1.0,0,0,3,9,1810,1250,1982,0.0,98074,47.6198,-122.038,1980,10425,9,fall,0,1
2014-08-15,590000,3,2.25,2680,41250,2.0,0,0,3,7,2680,0,1984,0.0,98045,47.4817,-121.749,1940,47044,8,summer,0,0
2014-07-18,526000,4,1.75,2220,6350,1.0,0,0,3,7,1110,1110,1959,0.0,98125,47.7136,-122.29,1950,8100,7,summer,0,1
2015-03-23,254500,2,1.0,1150,11250,1.0,0,0,3,6,1150,0,1920,0.0,98178,47.486000000000004,-122.264,1100,11400,3,spring,0,0
2014-07-15,409950,3,1.75,1320,6030,1.0,0,0,4,7,1320,0,1969,0.0,98052,47.6993,-122.13,1840,6565,7,summer,0,0
2014-05-07,100000,2,1.0,910,22000,1.0,0,0,3,6,910,0,1956,0.0,98001,47.2777,-122.25200000000001,1326,9891,5,spring,0,0
2015-02-09,208000,3,1.0,1300,7420,1.0,0,0,4,6,1300,0,1960,0.0,98002,47.2899,-122.219,1250,7420,2,winter,0,0
2014-09-10,405000,5,3.5,3672,9742,2.0,0,0,3,9,3006,666,2006,0.0,98092,47.3255,-122.19200000000001,2140,9118,9,fall,0,1
2015-05-11,334000,2,1.0,890,6000,1.0,0,0,3,6,890,0,1941,0.0,98118,47.5437,-122.281,1090,5900,5,spring,0,0
2015-01-15,235000,3,2.0,1090,8400,1.0,0,0,4,6,1090,0,1961,0.0,98168,47.4942,-122.322,1100,10850,1,winter,0,0
2015-01-22,610000,4,3.0,2600,29539,1.0,0,0,3,8,2600,0,1994,0.0,98028,47.746,-122.23100000000001,1810,11600,1,winter,0,0
2014-06-05,453500,4,1.75,2000,6032,1.0,0,2,3,7,1300,700,1959,0.0,98146,47.5132,-122.389,1930,6032,6,summer,0,1
2014-06-23,1220000,4,3.75,3520,3944,1.5,0,0,5,8,2200,1320,1913,0.0,98109,47.6424,-122.348,2310,4725,6,summer,0,1
2015-04-28,335000,2,1.0,1410,7000,1.0,0,0,3,7,1410,0,1968,0.0,98055,47.4908,-122.223,1540,6000,4,spring,0,0
2014-05-14,400000,2,1.0,980,2130,1.0,0,0,4,6,860,120,1918,0.0,98117,47.6769,-122.366,980,2800,5,spring,0,1
2014-07-18,915000,3,2.75,3390,7000,1.0,0,3,4,8,1740,1650,1979,0.0,98116,47.5701,-122.40799999999999,1770,6500,7,summer,0,1
2014-06-19,619850,4,2.5,2270,9247,1.0,0,0,5,8,1500,770,1972,0.0,98006,47.5602,-122.176,2270,9163,6,summer,0,1
2015-02-02,225900,3,1.0,1510,8800,1.0,0,0,4,7,1010,500,1963,0.0,98003,47.32899999999999,-122.33,1290,8470,2,winter,0,1
2014-09-18,525000,2,1.5,960,7200,1.0,0,0,3,7,960,0,1910,1987.0,98199,47.648999999999994,-122.40299999999999,1550,6000,9,fall,1,0
2014-12-26,215000,4,2.25,1900,9600,1.0,0,0,4,7,1900,0,1967,0.0,98031,47.4208,-122.2,2040,9600,12,winter,0,0
2014-05-14,802000,3,2.5,2580,13096,2.0,0,0,3,9,2580,0,1986,0.0,98052,47.6616,-122.14399999999999,2580,7988,5,spring,0,0
2014-06-30,330000,4,2.5,2340,11784,2.0,0,0,3,9,2340,0,1997,0.0,98042,47.38399999999999,-122.149,2250,10760,6,summer,0,0
2014-10-24,195500,4,1.0,1230,8636,1.5,0,0,4,6,1230,0,1954,0.0,98002,47.3231,-122.219,1168,8316,10,fall,0,0
2014-08-12,3200000,4,3.25,7000,28206,1.0,1,4,4,12,3500,3500,1991,0.0,98075,47.5928,-122.086,4913,14663,8,summer,0,1
2014-08-20,480000,4,2.25,1770,7000,1.0,0,0,5,7,1770,0,1972,0.0,98034,47.7193,-122.21799999999999,1780,6500,8,summer,0,0
2015-04-06,383000,4,2.5,1850,8310,1.0,0,0,3,7,1200,650,1962,0.0,98155,47.7717,-122.29,1840,10080,4,spring,0,1
2015-02-23,335000,4,2.75,2190,9209,2.0,0,0,4,8,2190,0,1996,0.0,98092,47.3341,-122.18799999999999,2430,6687,2,winter,0,0
